skill,role_type,exp_category,primary_location
Data Scienceoperational supportdata analysisdata managementadvanced excelteam handlingstatistical modelinghardware testing,Data Science,Senior (6-10 Yrs),Bangalore
Operations research,Data Science,Junior (1-2 Yrs),Mumbai
Linux,Data Science,Junior (1-2 Yrs),Mumbai
Data Analysis,Data Science,Junior (1-2 Yrs),Mumbai
Risk management,Data Science,Junior (1-2 Yrs),Mumbai
Business intelligence,Data Science,Junior (1-2 Yrs),Mumbai
Digital marketing,Data Science,Junior (1-2 Yrs),Mumbai
Gaming,Data Science,Junior (1-2 Yrs),Mumbai
Financial services,Data Science,Junior (1-2 Yrs),Mumbai
Data Science,Data Science,Senior (6-10 Yrs),Bangalore
Data Analysis,Data Science,Senior (6-10 Yrs),Bangalore
RPython,Data Science,Senior (6-10 Yrs),Bangalore
Assistance,Data Science,Senior (6-10 Yrs),Bangalore
Data Analysis,Data Science,Senior (6-10 Yrs),Bangalore
pythondata sciencenginx,Data Science,Senior (6-10 Yrs),Mumbai
Bert,Data Science,Senior (6-10 Yrs),Mumbai
Deep Learningkubernetesfastapi,Data Science,Senior (6-10 Yrs),Mumbai
Cloud,Data Science,Senior (6-10 Yrs),Mumbai
Unix,Data Science,Mid Level (3-5 Yrs),Pune
Automationdata science,Data Science,Mid Level (3-5 Yrs),Pune
Linux,Data Science,Mid Level (3-5 Yrs),Pune
Business Analysis,Data Science,Mid Level (3-5 Yrs),Pune
Machine learningdata visualization,Data Science,Mid Level (3-5 Yrs),Pune
Test cases,Data Science,Mid Level (3-5 Yrs),Pune
Data Scienceregression,Data Science,Mid Level (3-5 Yrs),Mumbai (All Areas)
Linear Regression,Data Science,Mid Level (3-5 Yrs),Mumbai (All Areas)
Python,Data Science,Mid Level (3-5 Yrs),Mumbai (All Areas)
Customer Analyticsdata scientist,Data Science,Mid Level (3-5 Yrs),Mumbai (All Areas)
Model Building,Data Science,Mid Level (3-5 Yrs),Mumbai (All Areas)
Marketing Analytics,Data Science,Mid Level (3-5 Yrs),Mumbai (All Areas)
Computer science,Data Science,Junior (1-2 Yrs),Hybrid - Noida
Training,Data Science,Junior (1-2 Yrs),Hybrid - Noida
Career development,Data Science,Junior (1-2 Yrs),Hybrid - Noida
Data analysisdata science,Data Science,Junior (1-2 Yrs),Hybrid - Noida
Machine Learning,Data Science,Junior (1-2 Yrs),Hybrid - Noida
Predictive modelingdata visualization,Data Science,Junior (1-2 Yrs),Hybrid - Noida
customer analytics,Data Science,Mid Level (3-5 Yrs),Hyderabad
Marketing analyticsdata science,Data Science,Mid Level (3-5 Yrs),Hyderabad
Process documentation,Data Science,Mid Level (3-5 Yrs),Hyderabad
Data Analysis,Data Science,Mid Level (3-5 Yrs),Hyderabad
Consulting,Data Science,Mid Level (3-5 Yrs),Hyderabad
Machine Learning,Data Science,Mid Level (3-5 Yrs),Hyderabad
Silicon,Data Science,Mid Level (3-5 Yrs),Hyderabad
Front end,Data Science,Senior (6-10 Yrs),Kolkata
GITNo,Data Science,Senior (6-10 Yrs),Kolkata
SQLWeb analytics,Data Science,Senior (6-10 Yrs),Kolkata
RDBMScassandra,Data Science,Senior (6-10 Yrs),Kolkata
JSONtest driven development,Data Science,Senior (6-10 Yrs),Kolkata
Software Development,Data Science,Senior (6-10 Yrs),Hybrid - Hyderabad/ Secunderabad
Data Sciencepython,Data Science,Senior (6-10 Yrs),Hybrid - Hyderabad/ Secunderabad
SQLGCPHadoop,Data Science,Senior (6-10 Yrs),Hybrid - Hyderabad/ Secunderabad
OLAPSpark,Data Science,Senior (6-10 Yrs),Hybrid - Hyderabad/ Secunderabad
Javascripting,Data Science,Senior (6-10 Yrs),Kolkata
CPython,Data Science,Senior (6-10 Yrs),Kolkata
SQLSemiconductor,Data Science,Senior (6-10 Yrs),Kolkata
Statistical analysis,Data Science,Senior (6-10 Yrs),Kolkata
Diagnostics,Data Science,Senior (6-10 Yrs),Kolkata
Javadata science,Data Science,Senior (6-10 Yrs),Hyderabad
Programming,Data Science,Senior (6-10 Yrs),Hyderabad
SQLPythondata modelingdata sciencescircuit analysis,Data Science,Senior (6-10 Yrs),Hyderabad
Hibernate,Data Science,Mid Level (3-5 Yrs),Kolkata
Tomcatdata science,Data Science,Mid Level (3-5 Yrs),Kolkata
Data collection,Data Science,Mid Level (3-5 Yrs),Kolkata
JDBCbig data,Data Science,Mid Level (3-5 Yrs),Kolkata
Pentaho,Data Science,Mid Level (3-5 Yrs),Kolkata
Data Analysis,Data Science,Mid Level (3-5 Yrs),Kolkata
Computer visiondeep learningdata science,Data Science,Senior (6-10 Yrs),Bangalore
Architecture,Data Science,Senior (6-10 Yrs),Bangalore
Resourcing,Data Science,Senior (6-10 Yrs),Bangalore
Competency development,Data Science,Senior (6-10 Yrs),Bangalore
Budgeting,Data Science,Senior (6-10 Yrs),Bangalore
Data Analysis,Data Science,Senior (6-10 Yrs),Bangalore
Data Analysis,Data Science,Mid Level (3-5 Yrs),Bangalore
GITCoding,Data Science,Mid Level (3-5 Yrs),Bangalore
Machine Learning,Data Science,Mid Level (3-5 Yrs),Bangalore
Predictive modelingdata visualization,Data Science,Mid Level (3-5 Yrs),Bangalore
Data Analysis,Data Science,Mid Level (3-5 Yrs),Bangalore
Monitoring,Data Science,Mid Level (3-5 Yrs),Bangalore
Data Analysis,Data Science,Junior (1-2 Yrs),Bangalore
GITCoding,Data Science,Junior (1-2 Yrs),Bangalore
Machine Learning,Data Science,Junior (1-2 Yrs),Bangalore
Predictive modelingdata visualization,Data Science,Junior (1-2 Yrs),Bangalore
Data Analysis,Data Science,Junior (1-2 Yrs),Bangalore
Monitoring,Data Science,Junior (1-2 Yrs),Bangalore
Trainingdeep learningtableaudata science,Data Science,Junior (1-2 Yrs),Bangalore
Coding,Data Science,Junior (1-2 Yrs),Bangalore
Data Analysis,Data Science,Junior (1-2 Yrs),Bangalore
Machine Learning,Data Science,Junior (1-2 Yrs),Bangalore
Subject Matter Expert,Data Science,Junior (1-2 Yrs),Bangalore
Cloud computing,Data Science,Fresher (0 Yrs),Betul
Data management,Data Science,Fresher (0 Yrs),Betul
Data modeling,Data Science,Fresher (0 Yrs),Betul
Machine Learning,Data Science,Fresher (0 Yrs),Betul
Business intelligence,Data Science,Fresher (0 Yrs),Betul
Data mining,Data Science,Fresher (0 Yrs),Betul
Information technology,Data Science,Fresher (0 Yrs),Betul
SQL,Data Science,Fresher (0 Yrs),Betul
python,Data Science,Senior (6-10 Yrs),Remote
Machine Learning,Data Science,Senior (6-10 Yrs),Remote
Data sciencesqltime seriesstatistical modelling,Data Science,Senior (6-10 Yrs),Remote
Data Analysis,Data Science,Senior (6-10 Yrs),Remote
data science,Data Science,Senior (6-10 Yrs),Chennai
Coding,Data Science,Senior (6-10 Yrs),Chennai
Consulting,Data Science,Senior (6-10 Yrs),Chennai
Manager Quality Control,Data Science,Senior (6-10 Yrs),Chennai
Risk management,Data Science,Senior (6-10 Yrs),Chennai
Portfolio management,Data Science,Senior (6-10 Yrs),Chennai
Data Analysis,Data Science,Senior (6-10 Yrs),Chennai
SQL,Data Science,Senior (6-10 Yrs),Chennai
Product management,Data Science,Expert (10+ Yrs),Bangalore
Business process,Data Science,Expert (10+ Yrs),Bangalore
ERPProduct engineering,Data Science,Expert (10+ Yrs),Bangalore
Competitive analysis,Data Science,Expert (10+ Yrs),Bangalore
Machine Learning,Data Science,Expert (10+ Yrs),Bangalore
Management consulting,Data Science,Expert (10+ Yrs),Bangalore
Market research,Data Science,Expert (10+ Yrs),Bangalore
Operational excellence,Data Science,Mid Level (3-5 Yrs),Bangalore
EDCManagement systems,Data Science,Mid Level (3-5 Yrs),Bangalore
Clinical trials,Data Science,Mid Level (3-5 Yrs),Bangalore
Healthcare,Data Science,Mid Level (3-5 Yrs),Bangalore
Document managementdata visualization,Data Science,Mid Level (3-5 Yrs),Bangalore
Computer science,Data Science,Mid Level (3-5 Yrs),Bangalore
Automation,Data Science,Mid Level (3-5 Yrs),Bangalore
Data analysisj,Data Science,Mid Level (3-5 Yrs),Bangalore
Querydata science,Data Science,Mid Level (3-5 Yrs),Bangalore
XMLMachine learning,Data Science,Mid Level (3-5 Yrs),Bangalore
JSON,Data Science,Mid Level (3-5 Yrs),Bangalore
C++data science,Data Science,Junior (1-2 Yrs),Mumbai
Machine Learning,Data Science,Junior (1-2 Yrs),Mumbai
Agile,Data Science,Junior (1-2 Yrs),Mumbai
Data processing,Data Science,Junior (1-2 Yrs),Mumbai
Data quality,Data Science,Junior (1-2 Yrs),Mumbai
Data mining,Data Science,Junior (1-2 Yrs),Mumbai
SQL,Data Science,Junior (1-2 Yrs),Mumbai
data science,Data Science,Junior (1-2 Yrs),Hybrid - Bangalore/ Bangalore
Data modeling,Data Science,Junior (1-2 Yrs),Hybrid - Bangalore/ Bangalore
Artificial Intelligence,Data Science,Junior (1-2 Yrs),Hybrid - Bangalore/ Bangalore
Machine Learning,Data Science,Junior (1-2 Yrs),Hybrid - Bangalore/ Bangalore
Data structures,Data Science,Junior (1-2 Yrs),Hybrid - Bangalore/ Bangalore
Oracle,Data Science,Junior (1-2 Yrs),Hybrid - Bangalore/ Bangalore
Customer engagementcisco,Data Science,Junior (1-2 Yrs),Hybrid - Bangalore/ Bangalore
pythondata science,Data Science,Mid Level (3-5 Yrs),Delhi
Team Management,Data Science,Mid Level (3-5 Yrs),Delhi
Predictive Modeling,Data Science,Mid Level (3-5 Yrs),Delhi
Artificial Intelligence,Data Science,Mid Level (3-5 Yrs),Delhi
NLP,Data Science,Mid Level (3-5 Yrs),Delhi
Computer Vision,Data Science,Mid Level (3-5 Yrs),Delhi
Machine Learning,Data Science,Mid Level (3-5 Yrs),Delhi
Supply chain,Data Science,Mid Level (3-5 Yrs),Mumbai
Data analysiscustomer analytics,Data Science,Mid Level (3-5 Yrs),Mumbai
Coding,Data Science,Mid Level (3-5 Yrs),Mumbai
Business Analysis,Data Science,Mid Level (3-5 Yrs),Mumbai
Data Analysis,Data Science,Mid Level (3-5 Yrs),Mumbai
SQLData mining,Data Science,Mid Level (3-5 Yrs),Mumbai
Data analysisdata science,Data Science,Junior (1-2 Yrs),Pune
Business Analysis,Data Science,Junior (1-2 Yrs),Pune
Django,Data Science,Junior (1-2 Yrs),Pune
Machine Learning,Data Science,Junior (1-2 Yrs),Pune
Application development,Data Science,Junior (1-2 Yrs),Pune
Data quality,Data Science,Junior (1-2 Yrs),Pune
Data Analysis,Data Science,Junior (1-2 Yrs),Pune
Computer science,Data Science,Senior (6-10 Yrs),Chennai
Data Analysis,Data Science,Senior (6-10 Yrs),Chennai
Operations research,Data Science,Senior (6-10 Yrs),Chennai
Manager Quality Assurance,Data Science,Senior (6-10 Yrs),Chennai
Coding,Data Science,Senior (6-10 Yrs),Chennai
Project Management,Data Science,Senior (6-10 Yrs),Chennai
MS Office,Data Science,Senior (6-10 Yrs),Chennai
Powerpoint,Data Science,Senior (6-10 Yrs),Chennai
Django,Data Science,Senior (6-10 Yrs),Remote
Machine Learning,Data Science,Senior (6-10 Yrs),Remote
HTMLHTTPmicrosoft,Data Science,Senior (6-10 Yrs),Remote
Data Analysis,Data Science,Senior (6-10 Yrs),Remote
Financial services,Data Science,Senior (6-10 Yrs),Remote
SQL,Data Science,Senior (6-10 Yrs),Remote
Trainingdeep learningdata science,Data Science,Mid Level (3-5 Yrs),Noida
Machine learningdata visualization,Data Science,Mid Level (3-5 Yrs),Noida
Business intelligence,Data Science,Mid Level (3-5 Yrs),Noida
Data Analysis,Data Science,Mid Level (3-5 Yrs),Noida
Python,Data Science,Mid Level (3-5 Yrs),Noida
Data Sciencelevenshtein,Data Science,Senior (6-10 Yrs),Gurgaon
Soundexfuzzy matching,Data Science,Senior (6-10 Yrs),Gurgaon
Pythoncosine,Data Science,Senior (6-10 Yrs),Gurgaon
Trigonometry,Data Science,Senior (6-10 Yrs),Gurgaon
Soundex,Data Science,Senior (6-10 Yrs),Delhi
Fuzzy matching,Data Science,Senior (6-10 Yrs),Delhi
Data Analysis,Data Science,Senior (6-10 Yrs),Delhi
Python,Data Science,Senior (6-10 Yrs),Delhi
Cosinelevenshtein,Data Science,Senior (6-10 Yrs),Delhi
Trigonometry,Data Science,Senior (6-10 Yrs),Delhi
Data analysisdata science,Data Science,Senior (6-10 Yrs),Hybrid - Gurgaon/ Gurgaon
Time series analysis,Data Science,Senior (6-10 Yrs),Hybrid - Gurgaon/ Gurgaon
Pharma,Data Science,Senior (6-10 Yrs),Hybrid - Gurgaon/ Gurgaon
Healthcare,Data Science,Senior (6-10 Yrs),Hybrid - Gurgaon/ Gurgaon
Deploymentmodel development,Data Science,Senior (6-10 Yrs),Hybrid - Gurgaon/ Gurgaon
Data processing,Data Science,Senior (6-10 Yrs),Hybrid - Gurgaon/ Gurgaon
data science,Data Science,Junior (1-2 Yrs),Gurgaon
Senior Analyst,Data Science,Junior (1-2 Yrs),Gurgaon
Data Analysis,Data Science,Junior (1-2 Yrs),Gurgaon
Programming,Data Science,Junior (1-2 Yrs),Gurgaon
Data Analysis,Data Science,Junior (1-2 Yrs),Gurgaon
Pythonseniordata,Data Science,Junior (1-2 Yrs),Gurgaon
Automationdata science,Data Science,Mid Level (3-5 Yrs),Gurgaon
Senior Analyst,Data Science,Mid Level (3-5 Yrs),Gurgaon
Data modeling,Data Science,Mid Level (3-5 Yrs),Gurgaon
Research,Data Science,Mid Level (3-5 Yrs),Gurgaon
Business intelligence,Data Science,Mid Level (3-5 Yrs),Gurgaon
Analyticsscience,Data Science,Mid Level (3-5 Yrs),Gurgaon
data science,Data Science,Mid Level (3-5 Yrs),Bangalore
Coding,Data Science,Mid Level (3-5 Yrs),Bangalore
Staffing,Data Science,Mid Level (3-5 Yrs),Bangalore
Machine Learning,Data Science,Mid Level (3-5 Yrs),Bangalore
Technical leadershipmodel development,Data Science,Mid Level (3-5 Yrs),Bangalore
Resident Expert,Data Science,Mid Level (3-5 Yrs),Bangalore
Statistics,Data Science,Mid Level (3-5 Yrs),Bangalore
Machine Learning,Data Science,Mid Level (3-5 Yrs),Gurgaon
Python,Data Science,Mid Level (3-5 Yrs),Gurgaon
SQLScience,Data Science,Mid Level (3-5 Yrs),Gurgaon
Machine,Data Science,Mid Level (3-5 Yrs),Gurgaon
Data Science,Data Science,Mid Level (3-5 Yrs),Gurgaon
Supply chain,Data Science,Mid Level (3-5 Yrs),Gurgaon
Social media analytics,Data Science,Mid Level (3-5 Yrs),Gurgaon
Malayalamdata science,Data Science,Mid Level (3-5 Yrs),Gurgaon
Consulting,Data Science,Mid Level (3-5 Yrs),Gurgaon
Machine learningcxo,Data Science,Mid Level (3-5 Yrs),Gurgaon
Project delivery,Data Science,Mid Level (3-5 Yrs),Gurgaon
Data Analysis,Data Science,Mid Level (3-5 Yrs),Hyderabad
Artificial Intelligence,Data Science,Mid Level (3-5 Yrs),Hyderabad
Machine Learning,Data Science,Mid Level (3-5 Yrs),Hyderabad
Data collection,Data Science,Mid Level (3-5 Yrs),Hyderabad
Healthcare,Data Science,Mid Level (3-5 Yrs),Hyderabad
Forecasting,Data Science,Mid Level (3-5 Yrs),Hyderabad
Monitoring,Data Science,Mid Level (3-5 Yrs),Hyderabad
SQL,Data Science,Mid Level (3-5 Yrs),Hyderabad
Scala,Data Science,Junior (1-2 Yrs),Hyderabad
MATLABPythonrweka,Data Science,Junior (1-2 Yrs),Hyderabad
Data Science,Data Science,Junior (1-2 Yrs),Hyderabad
Water treatment,Data Science,Senior (6-10 Yrs),Hyderabad
C++data science,Data Science,Senior (6-10 Yrs),Hyderabad
Data Analysis,Data Science,Senior (6-10 Yrs),Hyderabad
Data mining,Data Science,Senior (6-10 Yrs),Hyderabad
MATLABAnalytics,Data Science,Senior (6-10 Yrs),Hyderabad
SQL,Data Science,Senior (6-10 Yrs),Hyderabad
Cloud computing,Data Science,Mid Level (3-5 Yrs),Hyderabad
Data Analysis,Data Science,Mid Level (3-5 Yrs),Hyderabad
Team management,Data Science,Mid Level (3-5 Yrs),Hyderabad
SASData modeling,Data Science,Mid Level (3-5 Yrs),Hyderabad
PHPPerl,Data Science,Mid Level (3-5 Yrs),Hyderabad
Apache,Data Science,Mid Level (3-5 Yrs),Hyderabad
Process automation,Data Science,Senior (6-10 Yrs),Remote
Data Analysis,Data Science,Senior (6-10 Yrs),Remote
SASAnalyticaldata visualization,Data Science,Senior (6-10 Yrs),Remote
Business intelligence,Data Science,Senior (6-10 Yrs),Remote
Data Analysis,Data Science,Senior (6-10 Yrs),Remote
SQL,Data Science,Senior (6-10 Yrs),Remote
Data Science,Data Science,Junior (1-2 Yrs),Bangalore
Pytorch,Data Science,Junior (1-2 Yrs),Bangalore
Artificial Intelligence,Data Science,Junior (1-2 Yrs),Bangalore
Machine Learning,Data Science,Junior (1-2 Yrs),Bangalore
Deep Learning,Data Science,Junior (1-2 Yrs),Bangalore
Tensorflow,Data Science,Junior (1-2 Yrs),Bangalore
Intelligence,Data Science,Junior (1-2 Yrs),Bangalore
Machine,Data Science,Junior (1-2 Yrs),Bangalore
C++data science,Data Science,Senior (6-10 Yrs),Hybrid - Chennai
Linux,Data Science,Senior (6-10 Yrs),Hybrid - Chennai
GCPdevops,Data Science,Senior (6-10 Yrs),Hybrid - Chennai
Agile,Data Science,Senior (6-10 Yrs),Hybrid - Chennai
NLP,Data Science,Senior (6-10 Yrs),Hybrid - Chennai
Windows,Data Science,Senior (6-10 Yrs),Hybrid - Chennai
Career development,Data Science,Junior (1-2 Yrs),Mumbai
Data analysisdata science,Data Science,Junior (1-2 Yrs),Mumbai
Machine Learning,Data Science,Junior (1-2 Yrs),Mumbai
Data quality,Data Science,Junior (1-2 Yrs),Mumbai
Forecasting,Data Science,Junior (1-2 Yrs),Mumbai
Data Analysis,Data Science,Junior (1-2 Yrs),Mumbai
Recruitment,Data Science,Junior (1-2 Yrs),Mumbai
Operations researchdata science,Data Science,Mid Level (3-5 Yrs),Gurgaon
Aviation,Data Science,Mid Level (3-5 Yrs),Gurgaon
Data Analysis,Data Science,Mid Level (3-5 Yrs),Gurgaon
Machine Learning,Data Science,Mid Level (3-5 Yrs),Gurgaon
Data collection,Data Science,Mid Level (3-5 Yrs),Gurgaon
Scrum,Data Science,Mid Level (3-5 Yrs),Gurgaon
Monitoring,Data Science,Mid Level (3-5 Yrs),Gurgaon
Product engineering,Data Science,Mid Level (3-5 Yrs),Bangalore
Project Management,Data Science,Mid Level (3-5 Yrs),Bangalore
Data Analysis,Data Science,Mid Level (3-5 Yrs),Bangalore
Business Analysis,Data Science,Mid Level (3-5 Yrs),Bangalore
Consulting,Data Science,Mid Level (3-5 Yrs),Bangalore
Billing,Data Science,Mid Level (3-5 Yrs),Bangalore
Business intelligence,Data Science,Mid Level (3-5 Yrs),Bangalore
Forecasting,Data Science,Mid Level (3-5 Yrs),Bangalore
Deep Learning,Data Science,Junior (1-2 Yrs),Hybrid - Bangalore
Statistical analysisdata science,Data Science,Junior (1-2 Yrs),Hybrid - Bangalore
Neural networks,Data Science,Junior (1-2 Yrs),Hybrid - Bangalore
Time series analysis,Data Science,Junior (1-2 Yrs),Hybrid - Bangalore
Machine Learning,Data Science,Junior (1-2 Yrs),Hybrid - Bangalore
Programming,Data Science,Junior (1-2 Yrs),Hybrid - Bangalore
SQL,Data Science,Junior (1-2 Yrs),Hybrid - Bangalore
Automation,Data Science,Senior (6-10 Yrs),Chennai
Simulation,Data Science,Senior (6-10 Yrs),Chennai
Data Analysis,Data Science,Senior (6-10 Yrs),Chennai
Artificial Intelligence,Data Science,Senior (6-10 Yrs),Chennai
Machine Learning,Data Science,Senior (6-10 Yrs),Chennai
Agile,Data Science,Senior (6-10 Yrs),Chennai
Business intelligence,Data Science,Senior (6-10 Yrs),Chennai
Forecasting,Data Science,Senior (6-10 Yrs),Chennai
Operations research,Data Science,Mid Level (3-5 Yrs),Mumbai
Salesdata science,Data Science,Mid Level (3-5 Yrs),Mumbai
Data Analysis,Data Science,Mid Level (3-5 Yrs),Mumbai
Machine Learning,Data Science,Mid Level (3-5 Yrs),Mumbai
Programming,Data Science,Mid Level (3-5 Yrs),Mumbai
Research,Data Science,Mid Level (3-5 Yrs),Mumbai
Statistics,Data Science,Mid Level (3-5 Yrs),Mumbai
GISSANPrototypedata science,Data Analytics,Expert (10+ Yrs),Bangalore
Data management,Data Analytics,Expert (10+ Yrs),Bangalore
SOCMachine learning,Data Analytics,Expert (10+ Yrs),Bangalore
Maya,Data Analytics,Expert (10+ Yrs),Bangalore
Decision Tree,Data Science,Mid Level (3-5 Yrs),Bangalore(Sector 6 HSR Layout)
NLP,Data Science,Mid Level (3-5 Yrs),Bangalore(Sector 6 HSR Layout)
Neural Networks,Data Science,Mid Level (3-5 Yrs),Bangalore(Sector 6 HSR Layout)
Random Forest,Data Science,Mid Level (3-5 Yrs),Bangalore(Sector 6 HSR Layout)
Data Science,Data Science,Mid Level (3-5 Yrs),Bangalore(Sector 6 HSR Layout)
Predictive Modelingpython,Data Science,Mid Level (3-5 Yrs),Bangalore(Sector 6 HSR Layout)
Logistic Regression,Data Science,Mid Level (3-5 Yrs),Bangalore(Sector 6 HSR Layout)
Computer science,Data Science,Mid Level (3-5 Yrs),Kolkata
C++Medical imaging,Data Science,Mid Level (3-5 Yrs),Kolkata
Dicomdata science,Data Science,Mid Level (3-5 Yrs),Kolkata
Formulation,Data Science,Mid Level (3-5 Yrs),Kolkata
Machine Learning,Data Science,Mid Level (3-5 Yrs),Kolkata
Healthcare,Data Science,Mid Level (3-5 Yrs),Kolkata
Career development,Data Science,Senior (6-10 Yrs),Bangalore
Talent acquisition,Data Science,Senior (6-10 Yrs),Bangalore
Social media,Data Science,Senior (6-10 Yrs),Bangalore
Intellectual property,Data Science,Senior (6-10 Yrs),Bangalore
Machine learningmarket data,Data Science,Senior (6-10 Yrs),Bangalore
Stakeholder management,Data Science,Senior (6-10 Yrs),Bangalore
Open source,Data Science,Senior (6-10 Yrs),Bangalore
Data Science,Data Science,Expert (10+ Yrs),Bangalore
Data Analysis,Data Science,Expert (10+ Yrs),Bangalore
Data Science Leader,Data Science,Expert (10+ Yrs),Bangalore
