Job Titles,Company Names,Experience Required,Package,Locations,Skills,Role Type,Primary Location,Exp Min,Exp Max,Exp Category,Salary Disclosed
Senior Business Systems Analyst - Data and Reporting,Cerence,3-8 Yrs,Not disclosed,Hyderabad/Secunderabad,Data analysisAnalyticalData processingData AnalystSiliconMonitoringConsumer electronicsRobotics,Data Analytics,Hyderabad,3,8,Mid Level (3-5 Yrs),Not Disclosed
Business Data Analyst General Ledger,Diverse Lynx,4-9 Yrs,Not disclosed,Remote,Data managementPredictive modelingData qualitymicrosoftData miningBusiness intelligenceEconometricsOpen source,Data Analytics,Remote,4,9,Mid Level (3-5 Yrs),Not Disclosed
Business Analyst,Global Talent Exchange,2-7 Yrs,1-2 Lacs PA,Gurgaon/Gurugram,Data managementPredictive modelingData qualitymicrosoftData miningBusiness intelligenceEconometricsOpen source,Data Analytics,Gurgaon,2,7,Junior (1-2 Yrs),Disclosed
Business Analyst,Olam,2-5 Yrs,Not disclosed,Noida,remediationData analysistelcoManualData qualityInformaticaSQLPython,Data Analytics,Noida,2,5,Junior (1-2 Yrs),Not Disclosed
Business Analyst,Infotrack Telematics Pte.ltd.,3-6 Yrs,Not disclosed,Mumbai,Data analysisAnalyticalSales analysisWorkflowData AnalystAccount managementForecastingAnalytics,Data Analytics,Mumbai,3,6,Mid Level (3-5 Yrs),Not Disclosed
Business Analyst,Yantraadhigam Labs,2-6 Yrs,Not disclosed,Remote,Performance tuningData analysisSAS SQLData AnalystSchedulingAgile methodologydata mappingJIRA,Data Analytics,Remote,2,6,Junior (1-2 Yrs),Not Disclosed
Business Analyst,Zealsoft Technology Solutions(ZTS),5-7 Yrs,Not disclosed,"Ghaziabad, Hyderabad/Secunderabad",Zoho AnalyticsZoho CrmZohoData AnalysisSQLDataAnalysisAnalytics,Data Analytics,Ghaziabad,5,7,Mid Level (3-5 Yrs),Not Disclosed
Business Analyst-Life Sciences (Immediate),Caprus It,8-13 Yrs,Not disclosed,Noida,Api ManagementDataframePythonFlaskPandaManagementData analysisPandas,Data Analytics,Noida,8,13,Senior (6-10 Yrs),Not Disclosed
Business Analyst - Sterling OMS,Mastek,2-7 Yrs,Not disclosed,Noida,BackendInterpersonal skillsAnalyticalFront end designJavascriptProgrammingHTMLData Analyst,Data Analytics,Noida,2,7,Junior (1-2 Yrs),Not Disclosed
Business Analyst,Our Ncr,5-8 Yrs,Not disclosed,New Delhi,remediationData analysisMS SQLData managementAgileData qualityInformaticaStored procedures,Data Analytics,Delhi,5,8,Mid Level (3-5 Yrs),Not Disclosed
Business Analyst,Orcapod Consulting Services,4-7 Yrs,Not disclosed,"Hybrid - Hyderabad/ Secunderabad, Telangana, Gurgaon/ Gurugram, Haryana, Bangalore/ Bengaluru, Karnataka",Text miningC++Data analysisMachine learningInformation retrievalNatural language processingData miningBioinformatics,Data Analytics,Hybrid - Hyderabad/ Secunderabad,4,7,Mid Level (3-5 Yrs),Not Disclosed
Business Intelligence Analyst,Contactpoint 360,2-5 Yrs,Not disclosed,"Bangalore/ Bengaluru, Karnataka",SAS AnalysttableauExcelData AnalystSQLdatadata analysissas,Data Analytics,Bangalore/ Bangalore,2,5,Junior (1-2 Yrs),Not Disclosed
Business Analyst,Tech Mahindra,6-7 Yrs,4-5 Lacs PA,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",SQL queriesPackagingManager TechnologyWellnessData AnalystPrincipalCounsellingPython,Data Analytics,Kolkata,6,7,Senior (6-10 Yrs),Disclosed
Business Analyst,Intellimation.ai,3-6 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",data extractiondata analysisdata visualizationDataTimePart timePartAnalysis,Data Analytics,Kolkata,3,6,Mid Level (3-5 Yrs),Not Disclosed
Business Analyst,Rchilli Inc.,2-6 Yrs,Not disclosed,Mumbai,UsageEmailData collectionData AnalystProblemSubject Matter ExpertResearchAnalyst 3,Data Analytics,Mumbai,2,6,Junior (1-2 Yrs),Not Disclosed
Developer Analyst I - Business Intelligence,Realpage,3-4 Yrs,Not disclosed,Mumbai,Relationship managementData analysisInformaticaInformation technologyFinancial servicesSQLAuditingPython,Data Analytics,Mumbai,3,4,Mid Level (3-5 Yrs),Not Disclosed
Business Analyst,Optimum Info,4-9 Yrs,Not disclosed,"Hybrid - Pune, Maharashtra",Relationship managementData analysisInformaticaInformation technologyFinancial servicesSQLAuditingPython,Data Analytics,Hybrid - Pune,4,9,Mid Level (3-5 Yrs),Not Disclosed
Business Analyst,Fiserv,2-7 Yrs,Not disclosed,Hyderabad/Secunderabad,Relationship managementData analysisInformaticaInformation technologyFinancial servicesSQLAuditingPython,Data Analytics,Hyderabad,2,7,Junior (1-2 Yrs),Not Disclosed
BUSINESS ANALYST - CRM,Muthoot Finance,5-9 Yrs,Not disclosed,Gurgaon/Gurugram,IT servicesSupply chainBusiness objectsData analysisSAPManager Quality AssuranceAgileData quality,Data Analytics,Gurgaon,5,9,Mid Level (3-5 Yrs),Not Disclosed
Looking For candidates with Business Analyst and IBM Open Pages exp,Genpact,8-13 Yrs,Not disclosed,Bangalore/Bengaluru,Statistical programmingClaimsSASData managementHealthcaremedical recordsData miningBioinformatics,Data Analytics,Bangalore,8,13,Senior (6-10 Yrs),Not Disclosed
Management Trainee - Business Analyst -Freshers,Muthoot Finance,1-5 Yrs,Not disclosed,Noida,ERPData analysisPublishingKaizenData AnalystAdvanced ExcelPowerpointMacros,Data Analytics,Noida,1,5,Junior (1-2 Yrs),Not Disclosed
Operations/Project Management - Business Analyst I,HighPoints Technologies India Private Limited,2-7 Yrs,Not disclosed,Hyderabad/Secunderabad,PrintingTrainingData analysisPDFPolitical scienceSenior AnalystHTMLCustomer experience,Data Analytics,Hyderabad,2,7,Junior (1-2 Yrs),Not Disclosed
Senior Business Analyst,Assurex India,4-7 Yrs,Not disclosed,Bangalore/Bengaluru,Gen RocketEDI FileFilingManagementGenData analysisEDITest Data Management,Data Analytics,Bangalore,4,7,Mid Level (3-5 Yrs),Not Disclosed
Senior CMI Executive - Predictive Analytics,Hindustan Unilever Ltd,7-12 Yrs,Not disclosed,Bangalore/Bengaluru,SAPExcelMaster Data ManagementData managementManagementDataData analysisMaster data,Data Analytics,Bangalore,7,12,Senior (6-10 Yrs),Not Disclosed
Analytics Executive EB2B,Hindustan Unilever Ltd,10-15 Yrs,Not disclosed,Bangalore/Bengaluru,People developmentRenewable energyCompliancedata reportingFocusproduct life cycleSuccession planningData quality,Data Analytics,Bangalore,10,15,Senior (6-10 Yrs),Not Disclosed
Manager - HR Analytics,Vodafone Idea (Vi),2-3 Yrs,Not disclosed,Bangalore/Bengaluru,Electrical engineeringComputer visionRedhatData analysisPublishingNeural networksArtificial IntelligenceMachine learning,Data Analytics,Bangalore,2,3,Junior (1-2 Yrs),Not Disclosed
Marketing Analytics Lead,Invesco (hyderabad),5-10 Yrs,Not disclosed,"Chennai, Bangalore/Bengaluru",Google SheetsExcelData ReportingCountifSpreadsheetsData ManagementConditional FormattingFormulas,Data Analytics,Chennai,5,10,Mid Level (3-5 Yrs),Not Disclosed
Associate Consultant - Analytics,Gartner,1-3 Yrs,Not disclosed,"Bangalore Rural, Karnataka",BackendInterpersonal skillsAnalyticalFront end designJavascriptProgrammingHTMLData Analyst,Data Analytics,Bangalore Rural,1,3,Junior (1-2 Yrs),Not Disclosed
Data Analyst - Learning & Development,Getronics,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,Data conversionISOXMLData qualitydata integritydata management analystmicrosoftOracle,Data Analytics,Bangalore,5,10,Mid Level (3-5 Yrs),Not Disclosed
Analytics Manager,AgreeYa Solutions,5-7 Yrs,Not disclosed,Remote,ERPAutomationSAPNetworkingReconciliationData qualityMS OfficeOperations,Data Analytics,Remote,5,7,Mid Level (3-5 Yrs),Not Disclosed
"Lead Engineer - 2,Data Analyst",Pepsi Foods,5-8 Yrs,6-10 Lacs PA,Bangalore/Bengaluru,Strategy ExecutionData ScienceLeadershipUS/UK MarketConsultingRevenueAnalyticsStakeholder Management,Data Analytics,Bangalore,5,8,Mid Level (3-5 Yrs),Disclosed
"Senior Analyst Data Specialist, Center of Excellence - Sourcing",Globalfoundries,5-7 Yrs,Not disclosed,Bangalore/Bengaluru,Data analysisData managementCustomer serviceSSISOperationsAnalyticsReporting toolsBusiness operations,Data Analytics,Bangalore,5,7,Mid Level (3-5 Yrs),Not Disclosed
data analysis,Diverse Lynx,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,IT servicesXMLJavascriptData AnalystJSONOracleSSISmicrosoft,Other,Bangalore,2,5,Junior (1-2 Yrs),Not Disclosed
Senior Data Analyst - Quality Assurance,UD Trucks,3-6 Yrs,Not disclosed,Bangalore/Bengaluru,SANExcelData managementProject managementConsultingTelecommunicationResearchPrivate equity,Data Analytics,Bangalore,3,6,Mid Level (3-5 Yrs),Not Disclosed
Sr. Data Analyst (Tableau Developer),Referralboard,10-12 Yrs,Not disclosed,Bangalore/Bengaluru,JavaHiveBig DataPl / SqlSparkOracle PlPythonoracle,Data Analytics,Bangalore,10,12,Senior (6-10 Yrs),Not Disclosed
Data Analyst Big4s Consultant/Senior Consultant,Techsist Solution,2-3 Yrs,Not disclosed,Bangalore/Bengaluru,Data analysisData modelingSSRSpower biSSISBusiness intelligencemicrosoftData mining,Data Analytics,Bangalore,2,3,Junior (1-2 Yrs),Not Disclosed
"Data Analyst, Product Analyst",KiranaKart,10-16 Yrs,Not disclosed,Bangalore/Bengaluru,Data analysisData modelingSSRSpower biSSISBusiness intelligencemicrosoftData mining,Data Analytics,Bangalore,10,16,Senior (6-10 Yrs),Not Disclosed
Data Analyst - Inventory Control,Quince Corporate Services,2-7 Yrs,Not disclosed,Bangalore/Bengaluru,Operations researchNeural networksMachine learningData miningBusiness intelligenceBusiness solutionsSQLPython,Data Analytics,Bangalore,2,7,Junior (1-2 Yrs),Not Disclosed
Junior Data Analyst,Doji Ltd,6-11 Yrs,Not disclosed,Bangalore/Bengaluru,TelecomC++Operations researchSASArtificial IntelligenceMachine learningHealthcareSPSS,Data Analytics,Bangalore,6,11,Senior (6-10 Yrs),Not Disclosed
Data Analyst (Advanced SQL Experience),Thoucentric,6-8 Yrs,Not disclosed,Bangalore/Bengaluru,advanced analyticsData analysisDatabaseData analyticsdata visualizationAnalyticsproduct analysisdata,Data Analytics,Bangalore,6,8,Senior (6-10 Yrs),Not Disclosed
Sr. Data Analyst (Tableau Developer),Elasticsearch,3-7 Yrs,Not disclosed,Bangalore/Bengaluru,C++NoSQLChip designArtificial IntelligenceData structuresSchedulingVirtualizationForecasting,Data Analytics,Bangalore,3,7,Mid Level (3-5 Yrs),Not Disclosed
DevOps / Big Data Analyst,Kani Solutions,1-5 Yrs,Not disclosed,"Kolkata, West Bengal",Stress testingAutomationData modelingAnalyticalArtificial IntelligenceConsultingMachine learningData structures,Data Analytics,Kolkata,1,5,Junior (1-2 Yrs),Not Disclosed
Principal Analyst - Data Quality,Gcc Services,3-6 Yrs,1.5-3 Lacs PA,Remote,DevOps and ML Operation toolsSenior Data ScientistAI ecosystemML and deep learning solutionsDelivery ManagementBusiness Intelligence ToolsDeliveryArtificial Intelligence,Data Analytics,Remote,3,6,Mid Level (3-5 Yrs),Disclosed
Senior Data Analyst ( Cloud Finance ),Palo Alto Networks,4-9 Yrs,10-18 Lacs PA,"Udaipur, Jaipur, Bangalore/Bengaluru",Data Scientist,Data Analytics,Udaipur,4,9,Mid Level (3-5 Yrs),Disclosed
"Senior Data Analyst, Manufacturing Operations",Aeva,6-8 Yrs,Not disclosed,Bangalore/Bengaluru,Product managementLogistic regressionCore JavaPDFNeural networksMachine learningAgilePega,Data Analytics,Bangalore,6,8,Senior (6-10 Yrs),Not Disclosed
Data Analyst - SQL,Referralboard,2-7 Yrs,Not disclosed,Bengaluru,BIdata analysisBI AnalystBI AnalysisDataRetailMobilityAnalysis,Data Analytics,Bangalore,2,7,Junior (1-2 Yrs),Not Disclosed
Data Analyst - SQL & Tableau,Referralboard,4-9 Yrs,Not disclosed,Bangalore/Bengaluru,developmentData ScientistresearchData,Data Analytics,Bangalore,4,9,Mid Level (3-5 Yrs),Not Disclosed
Data quality analysts/engineers,Cignex Datamatics,2-6 Yrs,Not disclosed,Bangalore/Bengaluru,VisualizationAnalyticalCalculusBusiness intelligenceForecastingSQLPythonAnalyticsSoftware services,Data Analytics,Bangalore,2,6,Junior (1-2 Yrs),Not Disclosed
Sales Data Analyst,Media Iq Digital,5-10 Yrs,Not disclosed,Remote,E-learningLinuxData managementJavascriptToolsBusiness intelligenceDigital marketingAnalytics,Data Analytics,Remote,5,10,Mid Level (3-5 Yrs),Not Disclosed
Data Analyst- SAS,Eteam,3-5 Yrs,Not disclosed,Bengaluru,Data ScientistData ScienceTensorflowNLPPythonDataScienceNatural language processing,Data Analytics,Bangalore,3,5,Mid Level (3-5 Yrs),Not Disclosed
Data Analyst & Zoho One Specialist,Bharat Kumar & Co. Pvt. Ltd.,3-5 Yrs,Not disclosed,Bangalore/Bengaluru,Computer scienceCareer developmentAssurancePerformance testingTroubleshootingData miningSQLCapacity planning,Data Analytics,Bangalore,3,5,Mid Level (3-5 Yrs),Not Disclosed
Data Engineering Analyst - Pan India,Emmess Technologies,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,Computer scienceStatistical analysisAnalyticalConsultingMachine learningPredictive modelingRegression analysisEconometrics,Data Analytics,Bangalore,5,10,Mid Level (3-5 Yrs),Not Disclosed
GIS Data Analyst,Khushi Baby,4-8 Yrs,Not disclosed,Bangalore/Bengaluru,RDBMSReporting servicesSSRSpower biIntegration servicesSSISmicrosoftAnalytics,Data Analytics,Bangalore,4,8,Mid Level (3-5 Yrs),Not Disclosed
Data Quality and Governance Analyst,IB Services &amp;amp; Technologies,5-9 Yrs,Not disclosed,Hyderabad/Secunderabad,Computer scienceRFAnalyticalMachine learningHealthcareQlikViewMATLABMonitoring,Data Analytics,Hyderabad,5,9,Mid Level (3-5 Yrs),Not Disclosed
Consultant Big data analysis,Zunopy Technologies,3-6 Yrs,Not disclosed,Hyderabad/Secunderabad,UnixSoftware designLinuxShell scriptingMachine learningAgileSPSSMATLAB,Other,Hyderabad,3,6,Mid Level (3-5 Yrs),Not Disclosed
SAS Data Analyst,Diverse Lynx,1-4 Yrs,Not disclosed,Bangalore/Bengaluru,Azure CloudGoogle Cloud ServicesAWSMachine LearningData ManagementModel DevelopmentDevelopmentCloud,Data Analytics,Bangalore,1,4,Junior (1-2 Yrs),Not Disclosed
Principal Data Analyst,Yourdost,4-8 Yrs,Not disclosed,Hyderabad/Secunderabad,Logistic regressiondeep learningRDBMSNeural networksAnalyticalMachine learningForecastingSQL,Data Analytics,Hyderabad,4,8,Mid Level (3-5 Yrs),Not Disclosed
Data Analyst/Part Time Supports,Platinus Technologies,2-7 Yrs,Not disclosed,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",Machine learningHypothesis TestingWellnessCalculusResearchcontent marketingOperationsAnalytics,Data Analytics,Hyderabad,2,7,Junior (1-2 Yrs),Not Disclosed
Statistician/Data Analyst,Authenu,2-6 Yrs,Not disclosed,Chennai,Hardware testingComputer hardwareTestingComputerSoftware testingDataHardware,Data Analytics,Chennai,2,6,Junior (1-2 Yrs),Not Disclosed
Data Quality Analyst-3,Alliance Data,9-12 Yrs,Not disclosed,Bangalore/Bengaluru,Logistic regressionFactor analysisAlgorithmsSimulationAnalyticalToolsHealthcareForecasting,Data Analytics,Bangalore,9,12,Senior (6-10 Yrs),Not Disclosed
Data Quality Analyst-2,Alliance Data,1-5 Yrs,Not disclosed,Bangalore/Bengaluru,Statistical analysisLinuxSQL databaseMachine learningMathematicsResearchManagementStatistics,Data Analytics,Bangalore,1,5,Junior (1-2 Yrs),Not Disclosed
Data Quality Analyst-1,Alliance Data,3-7 Yrs,Not disclosed,"Bangalore/ Bengaluru, Karnataka(HSR Layout)",Product engineeringData modelingAnalyticalMachine learningAgileHypothesis TestingOpen sourceSQL,Data Analytics,Bangalore/ Bangalore,3,7,Mid Level (3-5 Yrs),Not Disclosed
"Lead Engineer - 2,Data Analyst",Pepsi Foods,1-3 Yrs,3-4 Lacs PA,"Jaipur, Bangalore/Bengaluru",SemiconductorCodingAerospaceHealthcareScrumAgile methodologymicrosoftJIRA,Data Analytics,Jaipur,1,3,Junior (1-2 Yrs),Disclosed
Principal RWE Scientific data analyst,Novartis,6-11 Yrs,Not disclosed,Bangalore/Bengaluru,HospitalityComputer visiondeep learningMachine learningManager TechnologyFacility managementMonitoringSQL,Data Analytics,Bangalore,6,11,Senior (6-10 Yrs),Not Disclosed
Data Analyst,Falcon Smart It,3-7 Yrs,Not disclosed,Mumbai,Computer scienceC++Operations researchAnalyticalMachine learningdata visualizationData miningBusiness intelligence,Data Analytics,Mumbai,3,7,Mid Level (3-5 Yrs),Not Disclosed
Content Ingestion Analyst - Stats Data Aquisition & Conversion,Clarivate,2-7 Yrs,Not disclosed,"Hybrid - Pune, Maharashtra, Gurgaon/ Gurugram, Haryana, Bangalore/ Bengaluru, Karnataka",Data ScienceNatural Language ProcessingGCPAiawsMachine LearningazurePython,Data Analytics,Hybrid - Pune,2,7,Junior (1-2 Yrs),Not Disclosed
Test Data Management Analyst,TekWissen,5-7 Yrs,Not disclosed,Hyderabad/Secunderabad,Operations researchAnalyticalMachine learningdata visualizationData miningBusiness intelligenceRevenue generationSQL,Data Analytics,Hyderabad,5,7,Mid Level (3-5 Yrs),Not Disclosed
Master Data Analyst,Vestas,2-6 Yrs,Not disclosed,Chennai,AlgorithmsImage ProcessingData ScientistComputer VisionPythoncomputerprocessdata,Data Analytics,Chennai,2,6,Junior (1-2 Yrs),Not Disclosed
Data Report Analyst,SBM Nauvata,7-12 Yrs,Not disclosed,Bangalore/Bengaluru,Statistical modelingtableauCodingAnalyticalMachine learningpower biCalculusdata visualization,Data Analytics,Bangalore,7,12,Senior (6-10 Yrs),Not Disclosed
Principle Engineer in Data Analysis,Cotocus Com,7-12 Yrs,Not disclosed,Bangalore/Bengaluru,Computer visiondeep learningAnalyticalFinanceMachine learningData miningOpen sourceApache,Other,Bangalore,7,12,Senior (6-10 Yrs),Not Disclosed
Data Quality Analyst,Anakin Skywalker,1-4 Yrs,Not disclosed,Bangalore/Bengaluru,Computer scienceAnalyticalPythonsciencedataanalyticscomputer,Data Analytics,Bangalore,1,4,Junior (1-2 Yrs),Not Disclosed
GIS Data Analyst,Khushi Baby,3-5 Yrs,Not disclosed,Bangalore/Bengaluru,GraphicsPoliciesAlgorithmsMySQLMachine learningHypothesis TestingSPSSEconometrics,Data Analytics,Bangalore,3,5,Mid Level (3-5 Yrs),Not Disclosed
Data Management Analyst,E2Open,1-3 Yrs,Not disclosed,New Delhi,Text miningLogistic regressionSoftware designPrototypeAnalyticalMachine learningSocial networkingPredictive modeling,Data Analytics,Delhi,1,3,Junior (1-2 Yrs),Not Disclosed
Senior Analyst Data Quality,Hersheys,2-7 Yrs,Not disclosed,Noida,UnixComputer scienceCloud computingFront endGITData modelingAnalyticalData quality,Data Analytics,Noida,2,7,Junior (1-2 Yrs),Not Disclosed
VP_Data Science & Analytics Leader,Citicorp Finance,8-12 Yrs,Not disclosed,Hyderabad/Secunderabad,Procurementdata scienceNetworkingROCManager TechnologyHRPredictive modelingAnalytics,Data Science,Hyderabad,8,12,Senior (6-10 Yrs),Not Disclosed
Junior Data Analyst,Knoah Solutions Pvt Ltd,0-5 Yrs,Not disclosed,Bangalore/Bengaluru,ProcurementNetworkingdata scienceROCScrumHRPredictive modelingdigital transformation,Data Analytics,Bangalore,0,5,Fresher (0 Yrs),Not Disclosed
Data Analyst - Technology Consulting,Tiger Analytics,0-4 Yrs,Not disclosed,New Delhi,C++Operations researchAnalyticalMachine learningdata visualizationData miningBusiness intelligenceStatistics,Data Analytics,Delhi,0,4,Fresher (0 Yrs),Not Disclosed
Data and Research Analyst,Sitetracker,5-8 Yrs,Not disclosed,Bangalore/Bengaluru,Computer scienceAutomationGITLinuxAviationMySQLMachine learningAgile,Data Analytics,Bangalore,5,8,Mid Level (3-5 Yrs),Not Disclosed
Technical Data programmer / analyst,Enfys Technologies,3-5 Yrs,Not disclosed,Noida,skillsalgorithmsdata-miningcanalyticalandMATLABSolid,Data Analytics,Noida,3,5,Mid Level (3-5 Yrs),Not Disclosed
Power BI Analyst,Skan.ai,0-3 Yrs,Not disclosed,Bengaluru,Predictive modelingBusiness solutionsRevenue generationMonitoringTestingpredictivedatamodeling,Data Analytics,Bangalore,0,3,Fresher (0 Yrs),Not Disclosed
Power BI Analyst,Skan,6-9 Yrs,Not disclosed,"Chennai, Bangalore/Bengaluru",Operations researchAnalyticalMachine learningdata visualizationData miningBusiness intelligenceRevenue generationSQL,Data Analytics,Chennai,6,9,Senior (6-10 Yrs),Not Disclosed
